id,percentage,nett_value,spa,comm,ren_id,sale_id,created_at,updated_at
881,25.0,276775.0,328335.0,2601.685,7,464,2017-05-25 07:03:53.607814,2017-05-25 07:03:53.613428
891,75.0,336000.0,345000.0,2526.72,29,468,2017-05-27 09:49:43.159667,2017-05-27 09:49:43.167922
31,50.0,367667.5,432550.0,5875.33,3,16,2017-04-29 09:10:13.35461,2017-04-29 09:10:13.48812
32,50.0,367667.5,432550.0,5875.33,4,16,2017-04-29 09:10:13.440182,2017-04-29 09:10:13.490199
892,25.0,112000.0,115000.0,842.24,7,468,2017-05-27 09:49:43.178319,2017-05-27 09:49:43.184947
33,75.0,613762.5,705474.75,9807.92,21,17,2017-04-29 09:10:13.578592,2017-04-29 09:10:13.80683
34,12.5,102293.75,117579.13,1634.65,4,17,2017-04-29 09:10:13.664607,2017-04-29 09:10:13.809359
35,12.5,102293.75,117579.13,1634.65,3,17,2017-04-29 09:10:13.749669,2017-04-29 09:10:13.811521
36,100.0,514518.48,612522.0,8222.01,22,18,2017-04-29 09:10:13.904592,2017-04-29 09:10:13.951596
950,75.0,436365.9,501570.0,6973.127082,191,480,2017-05-30 11:24:58.68541,2017-05-30 11:24:58.689839
951,25.0,145455.3,167190.0,2324.375694,36,480,2017-05-30 11:24:58.694437,2017-05-30 11:24:58.698472
37,50.0,233750.0,258055.5,1753.19,23,19,2017-04-29 09:10:14.042668,2017-04-29 09:10:14.176636
38,50.0,233750.0,258055.5,1753.19,24,19,2017-04-29 09:10:14.131993,2017-04-29 09:10:14.178663
964,50.0,234500.0,260000.0,1763.44,7,483,2017-05-31 08:32:44.893524,2017-05-31 08:32:44.898187
965,50.0,234500.0,260000.0,1763.44,220,483,2017-05-31 08:32:44.909819,2017-05-31 08:32:44.913898
977,100.0,1637700.0,1819560.0,15394.38,29,487,2017-06-01 10:01:54.645543,2017-06-01 10:01:54.650761
984,25.0,98010.0,111375.0,921.294,31,173,2017-06-02 05:52:17.25972,2017-06-02 05:52:17.26385
985,75.0,294030.0,334125.0,2763.882,69,173,2017-06-02 05:52:17.268009,2017-06-02 05:52:17.270954
989,50.0,239600.0,265100.0,1801.792,75,493,2017-06-03 09:22:34.549243,2017-06-03 09:22:34.561577
990,25.0,119800.0,132550.0,900.896,32,493,2017-06-03 09:22:34.575857,2017-06-03 09:22:34.584499
991,12.5,59900.0,66275.0,450.448,31,493,2017-06-03 09:22:34.595221,2017-06-03 09:22:34.602816
992,12.5,59900.0,66275.0,450.448,41,493,2017-06-03 09:22:34.610859,2017-06-03 09:22:34.616794
1000,75.0,365049.0,425100.0,3431.4606,79,497,2017-06-04 07:15:37.48822,2017-06-04 07:15:37.494969
1001,12.5,60841.5,70850.0,571.9101,225,497,2017-06-04 07:15:37.512414,2017-06-04 07:15:37.517308
1002,12.5,60841.5,70850.0,571.9101,7,497,2017-06-04 07:15:37.524004,2017-06-04 07:15:37.528843
1005,25.0,113686.0,133200.0,1068.6484,37,499,2017-06-04 08:52:32.449716,2017-06-04 08:52:32.455887
1006,75.0,341058.0,399600.0,3205.9452,226,499,2017-06-04 08:52:32.46904,2017-06-04 08:52:32.474451
1013,100.0,501451.2,557168.0,2356.82064,205,503,2017-06-04 10:37:30.188535,2017-06-04 10:37:30.194314
39,50.0,239600.0,239600.0,1797.06,25,20,2017-04-29 09:10:14.270784,2017-04-29 09:10:14.506217
40,50.0,239600.0,239600.0,1797.06,26,20,2017-04-29 09:10:14.389208,2017-04-29 09:10:14.511714
636,37.5,280563.75,330075.0,4483.408725,17,120,2017-04-29 10:21:58.180363,2017-04-29 10:21:58.185345
41,100.0,915178.4,1143973.0,12904.02,27,21,2017-04-29 09:10:14.618278,2017-04-29 09:10:14.6617
637,37.5,280563.75,330075.0,4483.408725,55,120,2017-04-29 10:21:58.190286,2017-04-29 10:21:58.193711
638,12.5,93521.25,110025.0,1494.469575,1,120,2017-04-29 10:21:58.198683,2017-04-29 10:21:58.202193
42,100.0,1493794.4,1867243.0,21062.5,27,22,2017-04-29 09:10:14.750529,2017-04-29 09:10:14.798469
639,12.5,93521.25,110025.0,1494.469575,18,120,2017-04-29 10:21:58.206872,2017-04-29 10:21:58.211476
1004,25.0,141664.95,165690.0,2263.805901,145,498,2017-06-04 07:33:17.935625,2017-06-04 07:33:17.941359
43,50.0,456427.2,570534.0,6435.62,28,23,2017-04-29 09:10:14.89287,2017-04-29 09:10:15.017522
44,50.0,456427.2,570534.0,6435.62,2,23,2017-04-29 09:10:14.973417,2017-04-29 09:10:15.020067
799,75.0,344250.0,382500.0,2588.76,23,435,2017-05-14 12:16:19.418841,2017-05-14 12:16:19.426249
825,100.0,459000.0,510000.0,3451.68,7,438,2017-05-17 06:42:09.516158,2017-05-17 06:42:09.524478
846,50.0,200000.0,210000.0,1504.0,203,448,2017-05-20 08:37:32.800817,2017-05-20 08:37:32.814863
47,75.0,344250.0,382500.0,2581.96,29,25,2017-04-29 09:10:15.355705,2017-04-29 09:10:15.494374
48,25.0,114750.0,127500.0,860.65,7,25,2017-04-29 09:10:15.451847,2017-04-29 09:10:15.49614
847,50.0,200000.0,210000.0,1504.0,29,448,2017-05-20 08:37:32.845112,2017-05-20 08:37:32.866741
657,50.0,229500.0,255000.0,1721.31,13,376,2017-05-05 16:45:39.316511,2017-05-05 16:45:39.722273
49,100.0,459000.0,510000.0,3442.62,29,26,2017-04-29 09:10:15.575993,2017-04-29 09:10:15.608037
658,50.0,229500.0,255000.0,1721.31,24,376,2017-05-05 16:45:39.417007,2017-05-05 16:45:39.729815
50,100.0,1639100.8,2048876.0,23111.32,27,27,2017-04-29 09:10:15.69319,2017-04-29 09:10:15.730096
854,50.0,234500.0,260000.0,1763.44,32,451,2017-05-21 12:38:52.936989,2017-05-21 12:38:52.941297
659,100.0,721656.0,903200.0,11532.06,76,377,2017-05-05 16:45:40.087796,2017-05-05 16:45:40.35007
51,100.0,1135943.2,1419929.0,16016.8,27,28,2017-04-29 09:10:15.827934,2017-04-29 09:10:15.873355
855,25.0,117250.0,130000.0,881.72,204,451,2017-05-21 12:38:52.954559,2017-05-21 12:38:52.95949
856,25.0,117250.0,130000.0,881.72,7,451,2017-05-21 12:38:52.964307,2017-05-21 12:38:52.971733
660,100.0,709591.0,888100.0,11339.26,81,378,2017-05-05 16:45:40.650942,2017-05-05 16:45:40.94183
52,75.0,369450.0,409657.5,2770.97,29,29,2017-04-29 09:10:15.954568,2017-04-29 09:10:16.07557
53,25.0,123150.0,136552.5,923.66,7,29,2017-04-29 09:10:16.034044,2017-04-29 09:10:16.077562
919,50.0,835891.6,1044864.5,11786.07156,28,294,2017-05-28 06:11:54.714358,2017-05-28 06:11:54.718786
54,100.0,888300.0,987000.0,20875.05,30,30,2017-04-29 09:10:16.165617,2017-04-29 09:10:16.19928
869,50.0,141680.0,154000.0,1331.792,210,458,2017-05-23 11:57:54.077119,2017-05-23 11:57:54.085839
870,50.0,141680.0,154000.0,1331.792,31,458,2017-05-23 11:57:54.09661,2017-05-23 11:57:54.104345
55,50.0,357280.0,406000.0,5037.65,13,31,2017-04-29 09:10:16.29289,2017-04-29 09:10:16.424268
56,50.0,357280.0,406000.0,5037.65,7,31,2017-04-29 09:10:16.375496,2017-04-29 09:10:16.425861
920,50.0,835891.6,1044864.5,11786.07156,2,294,2017-05-28 06:11:54.723233,2017-05-28 06:11:54.726444
661,75.0,449541.75,525780.0,7183.68,8,379,2017-05-05 16:45:41.41773,2017-05-05 16:45:41.935263
662,12.5,74923.63,87630.0,1197.28,3,379,2017-05-05 16:45:41.552362,2017-05-05 16:45:41.956915
663,12.5,74923.63,87630.0,1197.28,4,379,2017-05-05 16:45:41.735073,2017-05-05 16:45:41.962246
58,100.0,493680.0,561000.0,6960.89,13,33,2017-04-29 09:10:16.644507,2017-04-29 09:10:16.674252
882,12.5,73748.025,86255.0,1178.4934395,1,226,2017-05-25 09:34:44.023027,2017-05-25 09:34:44.028888
883,37.5,221244.075,258765.0,3535.4803185,18,226,2017-05-25 09:34:44.03545,2017-05-25 09:34:44.039487
59,100.0,688160.0,782000.0,9703.06,32,34,2017-04-29 09:10:16.756002,2017-04-29 09:10:16.787773
664,100.0,581821.2,668760.0,9297.5,55,380,2017-05-05 16:45:42.303352,2017-05-05 16:45:42.611895
884,50.0,294992.1,345020.0,4713.973758,87,226,2017-05-25 09:34:44.045057,2017-05-25 09:34:44.049972
954,50.0,277537.0,332380.0,4435.04126,17,479,2017-05-30 11:29:33.690599,2017-05-30 11:29:33.69695
665,50.0,234500.0,260000.0,1758.81,29,381,2017-05-05 16:45:43.633427,2017-05-05 16:45:44.816521
666,50.0,234500.0,260000.0,1758.81,37,381,2017-05-05 16:45:44.328361,2017-05-05 16:45:44.826433
955,50.0,277537.0,332380.0,4435.04126,55,479,2017-05-30 11:29:33.701829,2017-05-30 11:29:33.71007
966,100.0,856578.0,990140.0,13688.11644,21,167,2017-05-31 08:42:11.804546,2017-05-31 08:42:11.808994
667,50.0,200000.0,210000.0,1500.05,26,382,2017-05-05 16:45:45.151994,2017-05-05 16:45:45.514504
668,50.0,200000.0,210000.0,1500.05,24,382,2017-05-05 16:45:45.318373,2017-05-05 16:45:45.522061
969,37.5,299465.625,352312.5,4785.4606875,8,433,2017-05-31 10:03:38.783503,2017-05-31 10:03:38.787651
970,25.0,199643.75,234875.0,3190.307125,54,433,2017-05-31 10:03:38.791906,2017-05-31 10:03:38.795729
971,18.75,149732.8125,176156.25,2392.73034375,28,433,2017-05-31 10:03:38.800616,2017-05-31 10:03:38.806257
972,18.75,149732.8125,176156.25,2392.73034375,2,433,2017-05-31 10:03:38.811055,2017-05-31 10:03:38.815333
669,75.0,413452.5,483570.0,6606.97,80,383,2017-05-05 16:45:45.819493,2017-05-05 16:45:46.144711
978,100.0,2010500.0,2185360.0,11339.22,29,488,2017-06-01 10:03:14.503671,2017-06-01 10:03:14.507458
993,43.75,253024.275,290832.5,4043.3279145,1,494,2017-06-03 10:22:25.902731,2017-06-03 10:22:25.916917
994,43.75,253024.275,290832.5,4043.3279145,48,494,2017-06-03 10:22:25.935535,2017-06-03 10:22:25.951994
995,12.5,72292.65,83095.0,1155.236547,18,494,2017-06-03 10:22:25.96874,2017-06-03 10:22:25.980317
1003,75.0,424994.85,497070.0,6791.417703,22,498,2017-06-04 07:33:17.920108,2017-06-04 07:33:17.927114
60,50.0,357720.0,406500.0,5043.85,7,35,2017-04-29 09:10:16.86805,2017-04-29 09:10:16.980449
61,50.0,357720.0,406500.0,5043.85,31,35,2017-04-29 09:10:16.945878,2017-04-29 09:10:16.981999
921,12.5,74606.85,85755.0,1192.217463,4,275,2017-05-28 06:13:14.059717,2017-05-28 06:13:14.064118
922,12.5,74606.85,85755.0,1192.217463,3,275,2017-05-28 06:13:14.069031,2017-05-28 06:13:14.072269
650,43.8,319247.25,375585.0,5101.571055,2,300,2017-05-02 12:21:09.973708,2017-05-02 12:21:09.977516
62,50.0,343640.0,390500.0,4845.32,31,36,2017-04-29 09:10:17.066181,2017-04-29 09:10:17.187751
63,50.0,343640.0,390500.0,4845.32,7,36,2017-04-29 09:10:17.148405,2017-04-29 09:10:17.189568
651,43.8,319247.25,375585.0,5101.571055,28,300,2017-05-02 12:21:09.981873,2017-05-02 12:21:09.984984
652,12.5,91109.375,107187.5,1455.9278125,8,300,2017-05-02 12:21:09.989161,2017-05-02 12:21:09.992352
64,50.0,356400.0,405000.0,5025.24,7,37,2017-04-29 09:10:17.276013,2017-04-29 09:10:17.401164
65,50.0,356400.0,405000.0,5025.24,31,37,2017-04-29 09:10:17.360941,2017-04-29 09:10:17.40319
670,25.0,137817.5,161190.0,2202.32,182,383,2017-05-05 16:45:45.984652,2017-05-05 16:45:46.151928
66,50.0,358160.0,407000.0,5050.06,7,38,2017-04-29 09:10:17.48947,2017-04-29 09:10:17.611576
67,50.0,358160.0,407000.0,5050.06,31,38,2017-04-29 09:10:17.577036,2017-04-29 09:10:17.613511
826,50.0,141680.0,154000.0,1331.792,31,439,2017-05-17 10:12:07.595801,2017-05-17 10:12:07.617082
671,75.0,346425.0,384675.0,2598.28,79,384,2017-05-05 16:45:46.367955,2017-05-05 16:45:46.917638
672,12.5,57737.5,64112.5,433.05,31,384,2017-05-05 16:45:46.511303,2017-05-05 16:45:46.921163
673,12.5,57737.5,64112.5,433.05,41,384,2017-05-05 16:45:46.722349,2017-05-05 16:45:46.923416
70,50.0,232350.0,257850.0,1742.69,33,40,2017-04-29 09:10:17.91285,2017-04-29 09:10:18.060017
71,50.0,232350.0,257850.0,1742.69,26,40,2017-04-29 09:10:18.011737,2017-04-29 09:10:18.06153
827,50.0,141680.0,154000.0,1331.792,199,439,2017-05-17 10:12:07.680905,2017-05-17 10:12:07.707033
72,100.0,657360.0,747000.0,9268.78,32,41,2017-04-29 09:10:18.153329,2017-04-29 09:10:18.191365
923,12.5,74606.85,85755.0,1192.217463,2,275,2017-05-28 06:13:14.076364,2017-05-28 06:13:14.079534
73,100.0,665280.0,756000.0,9380.45,32,42,2017-04-29 09:10:18.272353,2017-04-29 09:10:18.3069
924,50.0,298427.4,343020.0,4768.869852,20,275,2017-05-28 06:13:14.083567,2017-05-28 06:13:14.086793
674,50.0,234500.0,260000.0,1758.81,13,385,2017-05-05 16:45:47.360217,2017-05-05 16:45:47.911423
74,100.0,673200.0,765000.0,9492.12,32,43,2017-04-29 09:10:18.388214,2017-04-29 09:10:18.438163
675,50.0,234500.0,260000.0,1758.81,79,385,2017-05-05 16:45:47.607241,2017-05-05 16:45:47.914416
925,12.5,74606.85,85755.0,1192.217463,28,275,2017-05-28 06:13:14.09256,2017-05-28 06:13:14.09599
75,100.0,653840.0,743000.0,9219.14,34,44,2017-04-29 09:10:18.528646,2017-04-29 09:10:18.567469
874,100.0,459000.0,510000.0,3451.68,33,461,2017-05-23 16:05:58.754108,2017-05-23 16:05:58.768172
76,50.0,328680.0,373500.0,4634.39,35,45,2017-04-29 09:10:18.654003,2017-04-29 09:10:18.778301
77,50.0,328680.0,373500.0,4634.39,13,45,2017-04-29 09:10:18.735801,2017-04-29 09:10:18.779758
676,50.0,200000.0,210000.0,1500.05,37,386,2017-05-05 16:45:48.110492,2017-05-05 16:45:48.618617
677,50.0,200000.0,210000.0,1500.05,50,386,2017-05-05 16:45:48.298621,2017-05-05 16:45:48.626031
78,100.0,717200.0,815000.0,10112.52,7,46,2017-04-29 09:10:18.867341,2017-04-29 09:10:18.899168
885,75.0,516780.0,587250.0,7286.598,31,465,2017-05-25 14:40:44.162958,2017-05-25 14:40:44.174659
886,25.0,172260.0,195750.0,2428.866,32,465,2017-05-25 14:40:44.182701,2017-05-25 14:40:44.18819
903,75.0,351750.0,390000.0,2645.16,32,469,2017-05-27 09:55:25.690767,2017-05-27 09:55:25.702779
678,50.0,373150.0,439000.0,14030.44,8,387,2017-05-05 16:45:48.770395,2017-05-05 16:45:49.278644
679,50.0,373150.0,439000.0,14030.44,183,387,2017-05-05 16:45:48.931635,2017-05-05 16:45:49.301967
79,50.0,327800.0,372500.0,4621.98,31,47,2017-04-29 09:10:18.983821,2017-04-29 09:10:19.178233
80,25.0,163900.0,186250.0,2310.99,7,47,2017-04-29 09:10:19.064722,2017-04-29 09:10:19.179589
81,25.0,163900.0,186250.0,2310.99,36,47,2017-04-29 09:10:19.143891,2017-04-29 09:10:19.181223
904,25.0,117250.0,130000.0,881.72,7,469,2017-05-27 09:55:25.717246,2017-05-27 09:55:25.726931
680,100.0,450132.0,527800.0,4231.24,37,388,2017-05-05 16:45:49.567842,2017-05-05 16:45:49.706681
967,100.0,1337050.0,2057000.0,31420.675,36,324,2017-05-31 08:50:54.209523,2017-05-31 08:50:54.214747
980,75.0,435060.9,500070.0,6952.273182,27,490,2017-06-01 14:00:42.589418,2017-06-01 14:00:42.598264
981,12.5,72510.15,83345.0,1158.712197,4,490,2017-06-01 14:00:42.607163,2017-06-01 14:00:42.614498
982,12.5,72510.15,83345.0,1158.712197,3,490,2017-06-01 14:00:42.621439,2017-06-01 14:00:42.625876
996,25.0,182218.75,214375.0,2911.855625,86,495,2017-06-03 15:56:56.101221,2017-06-03 15:56:56.111182
997,37.5,273328.125,321562.5,4367.7834375,28,495,2017-06-03 15:56:56.122483,2017-06-03 15:56:56.12974
998,37.5,273328.125,321562.5,4367.7834375,2,495,2017-06-03 15:56:56.139551,2017-06-03 15:56:56.146816
1007,25.0,149361.3,165957.0,701.99811,37,500,2017-06-04 10:29:09.05956,2017-06-04 10:29:09.067414
1008,75.0,448083.9,497871.0,2105.99433,226,500,2017-06-04 10:29:09.076408,2017-06-04 10:29:09.082425
1022,100.0,728195.0,856700.0,11636.5561,67,508,2017-06-04 16:18:53.311208,2017-06-04 16:18:53.317546
926,12.5,95571.875,112437.5,1527.2385625,2,225,2017-05-28 06:14:16.509987,2017-05-28 06:14:16.514176
642,100.0,1270458.0,1512450.0,20301.91884,18,80,2017-04-30 07:21:13.308761,2017-04-30 07:21:13.313891
927,12.5,95571.875,112437.5,1527.2385625,28,225,2017-05-28 06:14:16.51896,2017-05-28 06:14:16.522256
928,75.0,573431.25,674625.0,9163.431375,86,225,2017-05-28 06:14:16.526454,2017-05-28 06:14:16.529876
84,100.0,671440.0,763000.0,9467.3,37,49,2017-04-29 09:10:19.494087,2017-04-29 09:10:19.523395
85,100.0,626560.0,712000.0,8834.5,37,50,2017-04-29 09:10:19.605535,2017-04-29 09:10:19.64156
685,100.0,731255.0,860300.0,11685.45,76,390,2017-05-05 16:45:51.153127,2017-05-05 16:45:51.232783
819,100.0,459000.0,510000.0,3451.68,29,436,2017-05-15 06:42:21.965916,2017-05-15 06:42:21.973291
86,100.0,529588.14,608722.0,8462.82,22,51,2017-04-29 09:10:19.723941,2017-04-29 09:10:19.757676
828,100.0,273240.0,297000.0,2568.456,31,440,2017-05-17 10:16:30.587926,2017-05-17 10:16:30.594122
686,100.0,283360.0,308000.0,2663.58,31,391,2017-05-05 16:45:51.350495,2017-05-05 16:45:51.520447
860,75.0,415744.5,461938.5,1953.99915,205,452,2017-05-21 15:01:12.190616,2017-05-21 15:01:12.2016
87,50.0,246100.0,272875.0,1845.81,38,52,2017-04-29 09:10:19.83883,2017-04-29 09:10:19.950724
88,50.0,246100.0,272875.0,1845.81,7,52,2017-04-29 09:10:19.91661,2017-04-29 09:10:19.952227
861,25.0,138581.5,153979.5,651.33305,37,452,2017-05-21 15:01:12.217338,2017-05-21 15:01:12.239811
875,75.0,204930.0,222750.0,1926.342,31,401,2017-05-24 02:10:21.077921,2017-05-24 02:10:21.087687
876,25.0,68310.0,74250.0,642.114,33,401,2017-05-24 02:10:21.099061,2017-05-24 02:10:21.106744
89,75.0,572400.0,573750.0,8070.84,7,53,2017-04-29 09:10:20.031533,2017-04-29 09:10:20.14589
